ibge7_code,snapshot,avg_yearly_deforestation,lagged_deforestation,deforest_rel_forest_area,lagged_rel_forest_area,EG_InterMunicCop,EG_envir.council,EG_envir.fund,EG_envir.person,EG_envir.agency,GE_employees,GE_consortiums,GE_masterplan,ROL_div_land,ROL_U_improvement,ROL_U_neighborhood,ROL_zoning,RQ_ag_comp,RQ_nonag_comp,RQ_ag_personnel,RQ_non_ag_personnel,RQ_enterprise_incentive_existence,RQ_enterprise_restriction_existence,VA_n_candidates,VA_n_compan_communic,VA_prop_votes,VA_webpage,VA_mayor_woman,GE,RQ,VA,TT_cities_50K,munic.area.sq.km,state,forest_area,indig_land,crop_tot,distance_road,distance_river,crop_dens,cattle_tot,cattle_dens,popden,GDP_reais,pa
5105507,TS3,11.149999999999999,19.974999999999998,0.003864818024263431,0.00692374350086655,1,1,1,-0.291810543,0,0.112711868346608,0.5,0,1,0,0,1,0.538082955,-0.355099557,-0.023435683,-0.234827796,1,0,-0.844180618,-0.14347868,0.753906785,1,0,0.20423728944886901,0.15411998700000001,0.227431542,298.351838333038,13521,Mato Grosso,0.1789808446120849,0.014200133126248059,21567,0.349298586,0.125636443,1.5950743288218328,950638.2,70.30827601508764,1.124491531691443,27901.428876794318,0.12429545065971452
5105507,TS4,14,11.149999999999999,0.004852686308492201,0.003864818024263431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506807,TS1,46.974999999999994,138.175,0.0032689631176061234,0.009615518441196938,0,0,0,-0.148380884,0,-0.774751305828551,0,1,0,0.5,0.5,0,-0.444719763,0.318394014,-0.099320873,0.884761142,1,0,0.983458256,1.588426343,-0.143916583,1,1,0.0750828980571497,0.276519087,0.709885418,646.09216122068506,22890,Para,0.6110965487112276,0.022459589340323285,72419.5,10.36,6.636244381,3.163805155089559,123823.75,5.4095128877238965,12.013346439493228,6752.889152337123,0.20116566442070774
1506807,TS2,30.474999999999998,46.974999999999994,0.0021207376478775226,0.0032689631176061234,0,0,0,-0.31307616,0,-0.803511701820001,0.125,1,0,0.5,1,0,-0.412209183,0.342317604,-0.090068251,0.827433017,1,0,1.62847198,1.450844084,-0.654234324,1,1,0.10716276606,0.277912198,0.743559414,646.09216122068506,22890,Para,0.6110965487112276,0.022459589340323285,57493.75,10.36,6.636244381,2.5117409349060726,126570.75,5.529521625163827,12.589405854084752,11295.504586678418,0.20116566442070774
1506807,TS3,24.549999999999997,30.474999999999998,0.0017084203201113428,0.0021207376478775226,0,1,1,-0.291810543,0,-0.779370439755133,0,1,1,1,1,1,-0.496740214,0.585509183,-0.001174863,0.954450315,1,0,1.312129962,1.292213073,0.524043448,1,1,0.073543186748289,0.340340737,0.959043353,646.09216122068506,22890,Para,0.6110965487112276,0.022459589340323285,50269.75,10.36,6.636244381,2.196144604630843,125967.4,5.503162953254696,12.734272608125819,15689.110510742314,0.20116566442070774
1506807,TS4,39.7,24.549999999999997,0.0027627000695894226,0.0017084203201113428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5106752,TS1,26.7,74.35000000000001,0.015327210103329506,0.04268082663605052,1,1,1,-0.148380884,0,-1.27237743755276,0.5,1,0,1,1,1,0.36900493,1.149521785,1.405153828,2.303959691,1,0,-0.756854971,0.114418589,0.613965394,0,0,0.0758741874824134,1.037940039,-0.035722394,296.207378578021,8639,Mato Grosso,0.17583053594165993,0.01574256279661998,12897,3.438654751,35.13,1.4928811205000578,599107.5,69.3491723579118,4.660319481421461,10978.857689298444,0.10953209148975576
5106752,TS2,4.875,26.7,0.002798507462686567,0.015327210103329506,0,1,0,-0.31307616,0,-1.92005904430632,0.125,1,1,1,1,1,0.259119674,1.441619695,1.05868791,1.829681153,1,1,-0.80473129,0.291365123,0.966038015,1,0,-0.26501968143544,1.098184739,0.290326681,296.207378578021,8639,Mato Grosso,0.17583053594165993,0.01574256279661998,17093.75,3.438654751,35.13,1.9786723000347262,603874.25,69.90094339622641,4.758652621831231,17347.275602043297,0.10953209148975576
5106752,TS3,2.55,4.875,0.0014638346727898965,0.002798507462686567,0,1,1,-0.291810543,0,-1.68454304237573,0.25,1,1,1,1,1,0.261135363,1.849530846,0.463790632,1.946158298,1,1,-0.125410424,0.326140118,0.181570017,1,0,-0.14484768079191,1.08676919,0.264039898,296.207378578021,8639,Mato Grosso,0.17583053594165993,0.01574256279661998,23226,3.438654751,35.13,2.6885056140757033,653380.6,75.63150827642087,4.986167380483852,27696.943738319926,0.10953209148975576
5106752,TS4,3.85,2.55,0.0022101033295063147,0.0014638346727898965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5107859,TS1,116.375,131.27499999999998,0.01636549008578259,0.01846083532555196,0.5,1,1,-0.148380884,0,-0.491909864649753,0.5,1,1,0,0,0.5,4.55960533,2.038604329,0.363748884,0.380552693,0,0,0.983458256,-0.06983238,-0.53914406,0,0,0.336030045116749,1.223751873,0.111078549,547.899558772373,16851,Mato Grosso,0.3872767194825233,0.17001958340751291,23361.75,5.234354006,8.151766004,1.3863717286807904,219549.5,13.028870690166755,0.5978131861610587,9666.827149770443,3.742903685241232e-6
5107859,TS2,15.1,116.375,0.002123470679229363,0.01636549008578259,0.5,1,1,-0.31307616,0,-0.47275611950299,0.375,1,1,0,0.5,0,2.925284658,1.065853769,0.068716152,0.050995641,1,1,0.006336467,-0.135811336,-0.146306992,1,0,0.30074796016567,1.018475037,0.215007369,547.899558772373,16851,Mato Grosso,0.3872767194825233,0.17001958340751291,51608,5.234354006,8.151766004,3.062607560382173,317792.5,18.858969794077503,0.6439083733903033,21165.070734067554,3.742903685241232e-6
5107859,TS3,16.525000000000002,15.1,0.0023238644353818032,0.002123470679229363,0,1,1,-0.291810543,0,-0.568820227437,0.25,1,1,1,1,1,1.53757046,0.474453812,-0.079971719,-0.117930057,0,0,-0.844180618,-0.1636052,0.132671107,1,1,0.227059924187667,0.302353749,0.322122622,547.899558772373,16851,Mato Grosso,0.3872767194825233,0.17001958340751291,219822,5.234354006,8.151766004,13.045041837279687,245622.2,14.57612011156608,0.6575870868197733,55607.409078603014,3.742903685241232e-6
5107859,TS4,19.9,16.525000000000002,0.0027984812262691603,0.0023238644353818032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5107925,TS1,14.249999999999998,142.75,0.00824175824175824,0.08256217466743783,0.5,1,1,-0.148380884,0,-0.75501944696776,0.25,1,1,1,0.5,0,1.56588156,3.335444731,0.183270512,4.178906154,0,0,-0.756854971,1.417336157,-0.007246044,1,0,0.164993517677413,1.54391716,0.058974746,84.8401643362899,9349,Mato Grosso,0.13605733233500908,0,758958.5,0.444649549,5.421176602,81.18071451492138,66180.5,7.078885442293293,5.66563268798802,38425.640009062074,0
5107925,TS2,1.0499999999999998,14.249999999999998,6.072874493927125e-4,0.00824175824175824,1,1,1,-0.31307616,0,-1.243902125242,0.75,1,0,1,0.5,0.5,1.44462801,2.876939683,0.116010163,4.300956415,1,0,0.817404223,1.215461137,0.566550869,1,0,0.168699291586,1.623089045,0.595988773,84.8401643362899,9349,Mato Grosso,0.13605733233500908,0,894229,0.444649549,5.421176602,95.64969515456198,66105,7.070809712268692,7.12998716440261,49966.244238335086,0
5107925,TS3,0.6,1.0499999999999998,3.470213996529786e-4,6.072874493927125e-4,0,1,0,-0.291810543,0,-1.06976217310544,0.25,1,1,0,1,1,2.183306484,3.575269275,0.397796567,4.181876303,1,0,-0.125410424,1.647781591,-0.133557387,1,0,0.06007927563152,1.889708105,0.185258047,84.8401643362899,9349,Mato Grosso,0.13605733233500908,0,1088463,0.444649549,5.421176602,116.42560701679324,55809.6,5.969579634185474,8.448203016365387,71418.84157516404,0
5107925,TS4,0.7,0.6,4.048582995951417e-4,3.470213996529786e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5105150,TS1,78.65,173.275,0.003875338753387534,0.008537817196353782,0.5,1,1,-0.148380884,0,-0.972637597338328,0.25,1,1,0.5,0,1,1.724068697,1.705938182,-0.213990384,2.314688252,1,0,0.113301642,0.403955826,-1.091363316,1,0,0.0924541342205573,1.088450791,0.005484581,870.58928592364,26359,Mato Grosso,0.7406957775332903,0.6378845934974772,9394.25,22.21,0.908930893,0.35639629727986644,543559.5,20.62140066011609,1.4874046815129558,10971.540433346512,0
5105150,TS2,13.200000000000001,78.65,6.504065040650406e-4,0.003875338753387534,0.5,1,1,-0.31307616,0,-0.938148922879962,0.375,1,1,1,0.5,0.5,0.084501885,1.305370425,-0.196682995,2.180731543,1,0,-0.80473129,0.265211463,-0.103688155,1,0,0.145617025706679,0.72898681,0.022895139,870.58928592364,26359,Mato Grosso,0.7406957775332903,0.6378845934974772,6175.75,22.21,0.908930893,0.23429378959748093,601272.5,22.81089950301605,1.4962251982245154,14993.41261188164,0
5105150,TS3,41.075,13.200000000000001,0.00202389751170239,6.504065040650406e-4,0,1,1,-0.291810543,0,-0.83700632321482,0.25,1,1,1,1,1,0.009105663,1.636836575,-0.229891994,2.435695073,1,1,-0.125410424,0.145001439,-0.247869444,1,0,0.137664558928393,0.975290886,0.156680033,870.58928592364,26359,Mato Grosso,0.7406957775332903,0.6378845934974772,11742.5,22.21,0.908930893,0.4454835160666186,651540.4,24.717948328844038,1.5047422132857848,24049.486303528432,0
5105150,TS4,27.75,41.075,0.0013673318551367332,0.00202389751170239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503606,TS1,127.4,208.75,0.00221596048145829,0.0036309399568635638,1,1,1,0.005346195,1,-0.990121768070101,0.25,1,1,1,0.5,1,-0.506079944,0.105363109,-0.207256937,0.140863448,0,0,0.113301642,0.311830341,-1.312626608,1,0,0.0866260773099663,-0.077851721,-0.049831242,1148.13151528522,62095,Para,0.9126177631049199,0.06666559304291811,21620.5,2.610719423,0.40816172,0.34818423383525243,239075.25,3.8501529913841694,1.754650132860939,6255.960717727502,0.4373899486539979
1503606,TS2,106.275,127.4,0.0018485180546858695,0.00221596048145829,0,1,0,0.319089002,1,-0.514056019800432,0,1,1,0.5,0.5,1,-0.429383979,0.731311936,-0.279303928,0.615557246,1,0,0.006336467,0.457004975,-0.584200357,1,1,0.161981326733189,0.273030213,0.355534028,1148.13151528522,62095,Para,0.9126177631049199,0.06666559304291811,19156.25,2.610719423,0.40816172,0.30849907399951687,310963.75,5.007871004106611,1.6947942668491827,8833.999995248876,0.4373899486539979
1503606,TS3,126.6,106.275,0.0022020455019828846,0.0018485180546858695,1,1,1,-0.15146842,1,-0.388819141809866,1,1,1,1,1,1,-0.407503626,0.962188784,-0.26298289,0.6016468,1,0,-0.125410424,0.379810837,-0.706316522,0,1,0.537060286063378,0.315558178,0.042068264,1148.13151528522,62095,Para,0.9126177631049199,0.06666559304291811,14160.5,2.610719423,0.40816172,0.22804573637168854,340599.4,5.485134068765602,1.5850672356872535,16271.166551096141,0.4373900519528142
1503606,TS4,89.25,126.6,0.0015523898977249009,0.0022020455019828846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503705,TS1,154.325,145.65,0.03462530850347767,0.03267893201705183,1,1,0,-0.148380884,0,-1.12415423699537,0.25,1,0,0,0,0,-0.456647182,-0.723771158,-0.197723017,-0.453260486,1,0,0.113301642,-0.175118649,0.385287084,0,0,0.04194858766821,-0.138566974,0.124647182,260.630536939739,7901,Para,0.5063915960005063,0.17688900139222882,25991.75,0.357476494,4.941857734,3.2896785217061133,308634.5,39.062713580559425,6.72126945956208,3659.188678978811,0
1503705,TS2,61,154.325,0.013686336100516042,0.03462530850347767,0.5,1,1,-0.026597773,1,-0.578726875886371,0.5,1,0,0,0,0,-0.600605807,-0.620428445,-0.277353736,-0.512636557,1,1,0.006336467,-0.17940077,-0.530910535,0,0,0.30709104137121,-0.001837424,-0.131143517,260.630536939739,7901,Para,0.5063915960005063,0.17688900139222882,18676.25,0.357476494,4.941857734,2.363783065434755,355000,44.931021389697506,6.18779268447032,6036.048455964696,0
1503705,TS3,56.724999999999994,61,0.012727170742652007,0.013686336100516042,0,1,1,-0.024934704,1,-0.53177456534527,0.25,1,1,0,0,1,-0.537587899,-0.670241284,-0.274528511,-0.526508162,1,0,-0.125410424,-0.11664332,-0.009692219,0,0,0.239408478218243,-0.168144309,-0.033775661,260.630536939739,7901,Para,0.5063915960005063,0.17688900139222882,8194.5,0.357476494,4.941857734,1.0371471965573977,423911,53.65282875585369,6.550911277053538,9869.208587919917,0
1503705,TS4,31.2,56.724999999999994,0.0070002243661655824,0.012727170742652007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508407,TS1,26.599999999999998,27.6,0.043966942148760325,0.0456198347107438,0,1,0,-0.148380884,0,-0.238071362296536,0,1,0,1,0,0,-0.55514894,0.97746543,-0.191796388,1.158814514,1,1,-1.627011584,-0.043510813,1.711528264,0,0,0.253976212567821,0.564889103,0.02112917,139.835557799023,3793,Para,0.11811231215396784,0,2458,1.733359413,7.765894055,0.6480358555233324,453403.5,119.53691009754812,9.13472185605062,11084.556107134611,0
1508407,TS2,2.5750000000000006,26.599999999999998,0.004256198347107439,0.043966942148760325,0,1,1,-0.31307616,0,-0.573406408407386,0,1,0,1,0,0,-0.333880975,0.71664053,-0.134799095,1.234733352,1,1,0.006336467,-0.100939788,-0.542164283,1,0,0.142197863864205,0.580448969,0.116043046,139.835557799023,3793,Para,0.11811231215396784,0,2689.25,1.733359413,7.765894055,0.7090034273662009,488529.25,128.79758766148169,10.774321117848668,13946.847089338586,0
1508407,TS3,1.05,2.5750000000000006,0.0017355371900826446,0.004256198347107439,0,1,1,-0.291810543,0,-0.388947126367887,0,1,1,1,1,1,-0.223079,1.166762792,-0.091819402,1.273717301,1,1,0.593359769,-0.002593041,-0.91417027,1,0,0.203684291210704,0.687596949,0.169797375,139.835557799023,3793,Para,0.11811231215396784,0,2819.5,1.733359413,7.765894055,0.7433430002636435,497643.4,131.20047455839705,11.242486158713419,27110.80781610004,0
1508407,TS4,1.1,1.05,0.0018181818181818184,0.0017355371900826446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508308,TS1,19.575,46.324999999999996,0.012203865336658353,0.02888092269326683,0.5,0,1,-0.148380884,0,-0.355143302521122,0,1,0,0,0,0,-0.748478828,-1.031086259,-0.264300313,-0.717857433,1,0,-0.756854971,-0.135636298,-0.073057636,0,0,0.214952232492959,-0.293620472,-0.207478152,219.679547168584,4971,Para,0.2991349829008248,0.0033594850130758396,7815,0.644008898,3.092020971,1.572118286059143,63093.5,12.692315429491048,10.822319452826394,3316.937976030596,0.08670240013679341
1508308,TS2,14.775,19.575,0.009211346633416459,0.012203865336658353,0.5,1,0,-0.31307616,0,0.508272682973825,0.125,1,0,0,0.5,0.5,-0.69056854,-0.990128255,-0.218122558,-0.709351325,1,0,0.006336467,-0.17940077,0.684986473,0,0,0.544424227657942,-0.268028446,0.172830735,219.679547168584,4971,Para,0.2991349829008248,0.0033594850130758396,8112.25,0.644008898,3.092020971,1.6319151076242204,87949.5,17.692516596258297,11.413297123315228,5688.94959945713,0.08670240013679341
1508308,TS3,1.85,14.775,0.0011533665835411471,0.009211346633416459,0,1,0,-0.291810543,0,0.0362328413932936,0,1,1,1,1,1,-0.586501817,-1.088507957,-0.302693628,-0.714929694,1,1,0.593359769,-0.17031404,-0.189702673,1,0,0.345410947131098,-0.115438849,0.350914274,219.679547168584,4971,Para,0.2991349829008248,0.0033594850130758396,10117.5,0.644008898,3.092020971,2.035304767652384,87797,17.661838664252667,11.84228525447596,11271.521030101243,0.08670240013679341
1508308,TS4,8.3,1.85,0.005174563591022445,0.0011533665835411471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5107065,TS1,85.725,385.275,0.007050333086602517,0.03168640513200099,0,0,0,-0.148380884,0,0.148965808371582,0.25,0,0,1,0,0,2.430964718,2.97803395,5.695843369,1.436075154,0,0,-1.627011584,-0.06983238,1.349860045,0,0,0.132988602790527,2.090152865,-0.069287885,692.311775584943,17854,Mato Grosso,0.5981292707516523,0.4256749187857063,166603,9.759313782,1.869181119,9.331410328217766,188474.75,10.556443934132407,0.5914080878234569,28910.50288853111,0
5107065,TS2,20.8,85.725,0.001710666995641089,0.007050333086602517,0,0,0,-0.31307616,0,-0.0571182624513762,0.25,0,1,1,0,0,1.923719668,2.641430189,3.788414029,1.447623095,1,0,-0.80473129,-0.074786127,-0.093775556,1,0,0.0642939125162079,1.80019783,0.025373289,692.311775584943,17854,Mato Grosso,0.5981292707516523,0.4256749187857063,272887,9.759313782,1.869181119,15.284362047720398,173287.5,9.705808222247116,0.7278761061946902,58541.49513293063,0
5107065,TS3,17.25,20.8,0.0014187021959042685,0.001710666995641089,0,0,0,-0.291810543,0,-0.0603014756007928,0.5,1,1,1,0,1,2.720983064,3.435271799,3.495061929,1.949094703,1,1,-0.844180618,-0.07639028,0.160207722,1,0,0.479899508133069,2.266735249,0.079006776,692.311775584943,17854,Mato Grosso,0.5981292707516523,0.4256749187857063,421030.25,9.759313782,1.869181119,23.58184440461521,108019,6.05012882267279,0.8598913408759942,78632.42468653314,0
5107065,TS4,44,17.25,0.0036187186446253804,0.0014187021959042685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505064,TS1,375.67499999999995,470.07500000000005,0.03582292361971965,0.044824544674358736,0.5,0,0,-0.148380884,0,-0.211569538562721,0.75,1,1,0,0,0.5,-0.130407868,-0.329787429,0.022103257,-0.018056754,1,0,0.983458256,-0.148797082,-1.858979881,0,0,0.512810153812426,0.090641868,-0.218880406,297.841073115086,15432,Para,0.5873509590461379,0.13833592534992226,25127,6.621620761,28.07,1.6282400207361327,414309.25,26.84741122343183,3.3681797563504405,4437.652649450967,0.01757182854199067
1505064,TS2,204.32500000000002,375.67499999999995,0.01948364641937637,0.03582292361971965,0.5,0,1,-0.31307616,0,-0.156942490408727,0.375,1,1,0.5,0.5,1,-0.301273346,-0.234922307,-0.086200312,-0.072023262,1,1,-0.80473129,-0.161964996,0.399219056,0,1,0.406019169863758,0.217596796,0.148621942,297.841073115086,15432,Para,0.5873509590461379,0.13833592534992226,26760.25,6.621620761,28.07,1.7340752980819076,621769.5,40.290921461897355,3.993681959564541,8210.236814564218,0.01757182854199067
1505064,TS3,131.45,204.32500000000002,0.012534566606274434,0.01948364641937637,0,1,1,-0.291810543,0,-0.732829990970877,0,1,1,1,1,1,-0.508269435,-0.282469829,-0.094147331,-0.11357499,0,1,-0.125410424,-0.14347868,0.558452528,1,1,0.0890566696763743,2.56402e-4,0.608260526,297.841073115086,15432,Para,0.5873509590461379,0.13833592534992226,29707.5,6.621620761,28.07,1.9250583203732503,901311,58.405326594090205,4.537665241057542,11744.969136133037,0.01757182854199067
1505064,TS4,147.6,131.45,0.014074568513397539,0.012534566606274434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5108600,TS1,125.575,260,0.03130765395163301,0.06482174021441037,0.5,1,0,-0.148380884,0,-1.02149351648683,0.25,0,0,0.5,0,0,0.546345962,1.55352295,-0.098537841,0.679749307,0,0,1.853614869,-0.043510813,-0.316856338,1,0,-0.25716450549561,0.44684673,0.634189633,374.238888626894,7443,Mato Grosso,0.3913744457879887,0,10652.5,9.449884246,41.04,1.431210533387075,624822,83.94760177347844,2.6243450221684803,10393.96406082015,0
5108600,TS2,9.45,125.575,0.002356020942408377,0.03130765395163301,0,1,0,-0.31307616,0,-1.1046610725222,0.125,1,0,1,0,0.5,0.386685254,1.323638747,0.014591934,0.678649393,1,0,-0.80473129,0.055982177,-0.236136184,1,0,0.00677964249260003,0.567260888,-0.010216869,374.238888626894,7443,Mato Grosso,0.3913744457879887,0,14039.5,9.449884246,41.04,1.8862689775628108,701313.75,94.22460701330108,2.8732701867526536,13639.404743813053,0
5108600,TS3,6.2250000000000005,9.45,0.0015519820493642485,0.002356020942408377,0,0,0,-0.291810543,0,-1.24162889119912,0.25,1,0,1,0,0,0.631626467,0.683089791,0.300498618,0.480627822,1,0,-0.125410424,-0.03613724,-0.812890801,1,0,0.00279036960029333,0.515973783,0.015424694,374.238888626894,7443,Mato Grosso,0.3913744457879887,0,36254.5,9.449884246,41.04,4.870952572887276,664205.6,89.23896278382372,3.1837968561064085,19066.894543613114,0
5108600,TS4,4.6,6.2250000000000005,0.0011468461730241835,0.0015519820493642485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506161,TS1,34.525,46.725,0.0388795045045045,0.05261824324324325,0,1,0,-0.148380884,0,0.00283228570779504,0,0,1,1,0,0,0.504529009,1.396725371,0.559489572,0.965329725,0,0,0.113301642,-0.109314731,0.406005281,1,0,9.4409523593168e-4,0.57101228,0.379826731,141.002527818821,4122,Para,0.16569626394953907,0,2538,5.058796054,15.62,0.6157205240174672,277047.5,67.21191169335275,3.463367297428433,11719.417203698515,0
1506161,TS2,4,34.525,0.0045045045045045045,0.0388795045045045,0,0,0,-0.31307616,0,-0.60983007225843,0,0,0,0.5,0,0.5,-0.506366439,0.368002956,-0.316300254,0.629091039,1,1,-0.80473129,-0.15324711,1.278467929,0,0,-0.20327669075281,0.36240455,0.11843416,141.002527818821,4122,Para,0.16569626394953907,0,1330,5.058796054,15.62,0.32265890344492965,309783.75,75.1537481804949,4.280385735080058,12938.93871767623,0
1506161,TS3,6.199999999999999,4,0.006981981981981981,0.0045045045045045045,0,1,1,-0.291810543,0,-0.50107909450496,0,0,1,1,1,1,-0.417480742,0.300798011,-0.231201426,0.887537846,1,0,-0.844180618,-0.13676984,-0.129497691,1,0,-0.167026364834987,0.256608948,0.006580423,141.002527818821,4122,Para,0.16569626394953907,0,1483.75,5.058796054,15.62,0.3599587578845221,351286,85.22222222222223,4.305434255215914,22935.110159463573,0
